Spotify ID,Title,Artist,Album,Release Date,Popularity,tempo,loudness,key,danceability,energy,speechiness,instrumentalness,movie_title,language,year
2hkXm0CNTNcc3SwPkVgJLZ,Pareshanayya,"A.R. Rahman, Vijay Prakash, Neeti Mohan",I - Manoharudu (Original Motion Picture Soundtrack),2014-12-30,0,[123.046875],0.26817206,0.38950518,22.45154186020905,-42.801617,97.97667,0.0823525130703422,Manoharam,telugu,2000
4ZXsuOSu0vWtWMfmf1Gl3j,Poolane Kunukeyamantaa,"A.R. Rahman, Haricharan, Shreya Ghoshal",I - Manoharudu (Original Motion Picture Soundtrack),2014-12-30,0,[86.1328125],0.25402254,0.30480748,23.37055818601945,-66.77786,101.625275,0.0741153167977581,Manoharam,telugu,2000
63tICNaCNTYRFEHBaP1TDy,Entha Baagundi Baasu E Figure,S. P. Balasubrahmanyam,Chaala Bagundhi,1998,0,[135.99917763],0.15051849,0.34451526,22.749011231753776,-121.794426,91.5101,0.10576617754028649,Chala Bagundi,telugu,2000
7xbW3J0Q7LEEidoQZhUPQN,Sreekaram Edi Maro Charithraki,"Partha Sarathy, Poornima, Kalpana",Chaala Bagundhi,1998,0,[89.10290948],0.15042306,0.29453924,23.654235699858386,-97.25496,66.92941,0.1212243537715196,Chala Bagundi,telugu,2000
3145eFcSgoCIIqkSiK9LQj,Aye Rukkamma Chukkamma,K. S. Chithra,Chaala Bagundhi,1998,0,[117.45383523],0.12934004,0.28120235,23.79647695022523,-158.2162,77.336464,0.1119276973931605,Chala Bagundi,telugu,2000
5dG3KI5rIUwiUQNNr3Y1to,Nuvvunte Naa Jathagaa,"A.R. Rahman, Sid Sriram, Issrath Quadhri",I - Manoharudu (Original Motion Picture Soundtrack),2014-12-30,0,[78.30255682],0.26159436,0.32644114,24.001369378483194,-50.25085,96.228584,0.09574144930697306,Manoharam,telugu,2000
2QFFI5i22rkoF14Qpwwok3,Ladiyo,"A.R. Rahman, Nikhita Gandhi",I - Manoharudu (Original Motion Picture Soundtrack),2014-12-30,0,[135.99917763],0.2716018,0.43629688,22.947079275828152,-32.231045,68.7579,0.12032959504589412,Manoharam,telugu,2000
50pBsrhgghvQtOhyCETPsY,Ayila Ayila,"A.R. Rahman, Haricharan, Natalie Ram",I - Manoharudu (Original Motion Picture Soundtrack),2014-12-30,0,[103.359375],0.2561696,0.35172552,23.860661053836974,-67.86599,93.13538,0.09116641417244412,Manoharam,telugu,2000
2OTStik7ITCNjvBH5DZX1r,Nuvvunte Naa Jathagaa - Reprise,"A.R. Rahman, Issrath Quadhri, Sid Sriram",I - Manoharudu (Original Motion Picture Soundtrack),2014-12-30,0,[80.74951172],0.2989913,0.2881481,23.634462921717454,-48.031837,104.352295,0.07985529806269913,Manoharam,telugu,2000
2zF9IP6ELZAOQqRjchVYhB,Pareshanayya - Remix,"A.R. Rahman, Vijay Prakash, Neeti Mohan",I - Manoharudu (Original Motion Picture Soundtrack),2014-12-30,0,[135.99917763],0.317145,0.44684178,21.841012849985265,-50.41765,98.05546,0.07146236136091128,Manoharam,telugu,2000
7ex7ZYaNv2cTfFdaVJUm52,Veeri Veeri,R. P. Patnaik,Jayam,2002-05-14,0,[99.38401442],0.2182968,0.3846482,22.53498348157493,-82.4274,78.971016,0.09816594200575116,Jayam Manadera,telugu,2000
4NIPbDnXZmIsGUH6bPNEv8,Bandi Bandi Railubandi,"Ravi Varma, Balaji, R. P. Patnaik",Jayam,2002-05-14,0,[129.19921875],0.19709556,0.4534133,21.494862446658875,-68.092354,40.291412,0.1966797211397692,Jayam Manadera,telugu,2000
4d5XiSCODj7avJF3O0HS5W,Enduko (Male),R. P. Patnaik,Jayam,2002-05-14,0,[99.38401442],0.2271889,0.2888865,25.106164896699838,-103.00525,56.365784,0.13766459307332676,Jayam Manadera,telugu,2000
10sjk00adoAGSygCUY9AkX,Evvaru Emanna,"R. P. Patnaik, Usha",Jayam,2002-05-14,0,[86.1328125],0.21221872,0.29681614,24.54066734907364,-68.14627,56.402706,0.12726313032587322,Jayam Manadera,telugu,2000
3c0c6CCHGQv06yZ23jQcOm,Nesthama,"R. P. Patnaik, Usha",Jayam,2002-05-14,0,[129.19921875],0.18809813,0.35791314,23.60443435278241,-181.75316,89.730804,0.09228423421904505,Jayam Manadera,telugu,2000
2aK4GUxR9nehXgwUC1DreT,Dushkara,R. P. Patnaik,Jayam,2002-05-14,0,[129.19921875],0.21753271,0.38119495,22.361161968170357,-50.898903,74.10279,0.12234386889299959,Jayam Manadera,telugu,2000
7FA4sbYRTkyYqx8MDUlVq4,Priyathama,"R. P. Patnaik, Usha",Jayam,2002-05-14,0,[161.49902344],0.21913731,0.3724273,23.543484884584068,-61.12106,47.381012,0.1710927436187977,Jayam Manadera,telugu,2000
7mvIeKchrtxfkjujiS878B,Prema O Prema,KK,Jayam,2002-05-14,0,[80.74951172],0.21196713,0.31636256,23.718847181550533,-82.33537,90.53202,0.08903092484781994,Jayam Manadera,telugu,2000
7AoJtr3yWrUWNU2BIaSRCa,Enduko (Female),Usha,Jayam,2002-05-14,0,[99.38401442],0.24049142,0.2872644,25.71357484484949,-87.05688,46.573944,0.16359248527532297,Jayam Manadera,telugu,2000
2VdCb0OsSBz7K2exsEXlX2,Gorantha Prema,"R. P. Patnaik, Gayatri",Jayam,2002-05-14,0,[135.99917763],0.16504104,0.2971817,27.23413333893894,-149.64665,65.8017,0.10428962395691417,Jayam Manadera,telugu,2000
4i5tvhsNaHFnHzNg5S8ZWn,Jayam,R. P. Patnaik,Jayam,2002-05-14,0,[86.1328125],0.21221872,0.29681614,24.54066734907364,-68.14627,56.402706,0.12726313032587322,Jayam Manadera,telugu,2000
7i5RXazKlqqRN5rQoNSFnS,Raanu Raanu,"R. P. Patnaik, Usha, Teja",Jayam,2002-05-14,0,[143.5546875],0.20145468,0.35153976,23.50068379894703,-69.49073,39.101288,0.17539286134298182,Jayam Manadera,telugu,2000
5hXrcXSKfcDVcjCPfgrW8F,Neeli Rangu Cheeralona,Hariharan,Govindudu Andarivaadele,2014-09-15,0,[161.49902344],0.19251172,0.4014002,22.54745638322006,-86.17161,93.13194,0.08357398566883828,Goppinti Alludu,telugu,2000
7Kd2C4NcmMRk0N7M3LRvLS,Gulabi Kallu Rendu Mullu,Javed Ali,Govindudu Andarivaadele,2014-09-15,0,[69.83741554],0.22607228,0.3471677,22.885405959629882,-81.00938,90.991135,0.08291729303161552,Goppinti Alludu,telugu,2000
4zz7jJW6J6gdac8Tflv0xn,Ra Rakumara,Chinmayi,Govindudu Andarivaadele,2014-09-15,0,[117.45383523],0.21987154,0.33541146,23.493863704377798,-103.86714,84.04927,0.07980758389327547,Goppinti Alludu,telugu,2000
0PP8Y8xuzpHRv74vvkYK8W,Prathichota Nake Swagatham,Ranjith Govind,Govindudu Andarivaadele,2014-09-15,0,[117.45383523],0.23579514,0.41420653,21.62380954133528,-65.911415,72.57615,0.11057573017057278,Goppinti Alludu,telugu,2000
1RVsMBm2AB3bqqR3wKRUA8,Bavagari Choope,"Ranjith Govind, Vijay Yesudas, Sumuki, Srivardhani Kuchi",Govindudu Andarivaadele,2014-09-15,0,[117.45383523],0.234045,0.34783292,23.52237847194114,-67.87688,87.96384,0.0901705624620717,Goppinti Alludu,telugu,2000
03nqAoFAEn7Q1XmABl87zw,Nenugaali Gopuram,"Udit Narayan, Anuradha Paudwal",Manasunna Maaraju,2009-01-01,0,[89.10290948],0.1715296,0.32354954,23.857162133304104,-51.115845,52.27409,0.16918222304051825,Manasunna Maraju,telugu,2000
4Cf2pR2d38mefUDnTecNlX,Eddula Bandi Ekki,"Sukhwinder Singh, Nityasree",Manasunna Maaraju,2009-01-01,0,[123.046875],0.1824013,0.35916755,23.106323053612883,-55.53739,37.237576,0.18566169629106777,Manasunna Maraju,telugu,2000
49oJldvfv6Qn1zxCI8T3HI,O Prema Sonu Nigam,Sonu Nigam,Manasunna Maaraju,2009-01-01,0,[103.359375],0.15028408,0.34061086,23.618156668546668,-93.09522,89.31219,0.11511823789800855,Manasunna Maraju,telugu,2000
5GcP3aEY3I19jRHKqnoPOT,Oodala Oodala Marrichettu,"Mano, Tippu, Malgudi Subha, Sujatha",Manasunna Maaraju,2009-01-01,0,[117.45383523],0.20990238,0.42609206,22.35095121354887,-34.85924,57.545532,0.13831158584079123,Manasunna Maraju,telugu,2000
78G1BeMFdi2NO1kxlRn9Em,O Prema Rajesh,Rajesh,Manasunna Maaraju,2009-01-01,0,[103.359375],0.18661623,0.3362414,24.06966323540395,-53.8866,82.81896,0.11930936173767948,Manasunna Maraju,telugu,2000
3gGAyI0lKsFTHWLjyjJf2W,Maaghamaasama,"Udit Narayan, K. S. Chithra",Manasunna Maaraju,2009-01-01,0,[92.28515625],0.20191346,0.3239606,23.489363415481264,-60.690075,80.512245,0.11235173424345182,Manasunna Maraju,telugu,2000
0DQz7ON2IK8hVdA8yQea4d,Allari Priyuda,"Shankar Mahadevan, Swarnalatha",Manasunna Maaraju,2009-01-01,0,[92.28515625],0.16812365,0.37673974,22.98873450803727,-67.08877,64.700066,0.14310452458808737,Manasunna Maraju,telugu,2000
7MeWQ10Sn3rcEV32RgxCSs,Lovvuki Age,"Udit Narayan, Anuradha Sriram",Kshemmanga Velli Labamga Randi,2000-01-01,0,[103.359375],0.14949554,0.3854043,22.50024605987856,-108.169014,92.70524,0.08949578641124034,Kshemanga Velli Labhamga Randi,telugu,2000
